# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun  6 20:26:53 2024
#
# User preference: *
#
# CONSTRAINT:  order by pl_insol desc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN disposition:    Archive Disposition
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_kepmag:      Kepler Magnitude
#
pl_name,hostname,disposition,pl_orbper,pl_orbsmax,pl_rade,pl_insol,pl_eqt,pl_trandur,st_teff,st_rad,st_mass,st_met,st_logg,sy_dist,sy_kepmag
EPIC 220287611.01,EPIC 220287611,CANDIDATE,6.26242000,,2.030,,,2.2320000,,0.76,,,,294.4520000,14.713
EPIC 220282718.01,EPIC 220282718,CANDIDATE,0.55516060,,11.400,,,1.0632000,,1.66,,,,765.3960000,13.287
EPIC 220280237.01,EPIC 220280237,CANDIDATE,,,36.000,,,4.3680000,,1.21,,,,471.5230000,13.580
EPIC 220275625.01,EPIC 220275625,CANDIDATE,3.44795000,,0.970,,,1.7520000,,0.33,,,,138.4640000,14.720
EPIC 220267210.01,EPIC 220267210,CANDIDATE,5.16450000,,0.784,,,2.1120000,,0.26,,,,180.0750000,15.206
EPIC 220263105.01,EPIC 220263105,CANDIDATE,0.71757470,,28.100,,,1.5240000,,0.82,,,,362.1170000,13.631
EPIC 220260084.01,EPIC 220260084,CANDIDATE,16.96160000,,2.700,,,5.4240000,,1.28,,,,630.7890000,13.207
EPIC 220258394.01,EPIC 220258394,CANDIDATE,15.96012800,,19.500,,,4.8888000,,0.87,,,,488.7960000,13.721
EPIC 220256496.02,K2-211,CANDIDATE,2.60170000,,1.470,,,1.6800000,,0.84,,,,272.2970000,12.872
EPIC 220245303.01,EPIC 220245303,CANDIDATE,3.68047000,,1.110,,,2.1120000,,0.78,,,,150.1930000,11.821
EPIC 220245303.01,EPIC 220245303,CANDIDATE,3.68034000,,1.062,,,,5121.00,0.77,,-0.030,4.69,150.1930000,11.821
EPIC 220228500.01,EPIC 220228500,CANDIDATE,2.50485300,,3.950,,,2.2392000,,0.91,,,,427.0380000,13.422
EPIC 220209578.01,EPIC 220209578,CANDIDATE,8.90451900,,36.900,,,2.9496000,,0.89,,,,830.2210000,14.376
EPIC 220209578.01,EPIC 220209578,CANDIDATE,8.90467200,,26.100,,,3.0864000,,1.01,,,,830.2210000,14.376
EPIC 220207765.01,EPIC 220207765,CANDIDATE,7.12113000,,1.990,,,1.9440000,,0.85,,,,195.7950000,12.170
EPIC 220207765.01,EPIC 220207765,CANDIDATE,7.11985600,,1.880,,,,5318.00,0.85,,0.260,4.68,195.7950000,12.170
EPIC 220204960.01,EPIC 220204960,CANDIDATE,13.26931000,,23.800,,,3.7128000,,1.13,,,,532.3740000,12.665
EPIC 220201207.01,EPIC 220201207,CANDIDATE,0.43784430,,41.000,,,2.2248000,,1.30,,,,324.7700000,12.350
EPIC 220198551.01,EPIC 220198551,CANDIDATE,0.79884530,,6.200,,,1.0968000,,0.73,,,,232.8220000,12.869
EPIC 220192485.01,EPIC 220192485,CANDIDATE,50.69369000,,8.850,,,4.4328000,,0.78,,,,159.6760000,11.758
EPIC 220192485.01,EPIC 220192485,CANDIDATE,50.69364400,,8.683,,,,5220.00,0.79,,-0.100,4.54,159.6760000,11.758
EPIC 220187552.01,EPIC 220187552,CANDIDATE,17.09349100,,32.500,,,2.2608000,,0.66,,,,,12.836
EPIC 220187552.01,EPIC 220187552,CANDIDATE,17.09331900,,17.700,,,2.2680000,,0.43,,,,,12.836
EPIC 220173278.01,EPIC 220173278,CANDIDATE,8.03216000,,2.420,,,5.8080000,,1.85,,,,307.7060000,10.750
EPIC 220170303.02,K2-203,CANDIDATE,4.92340000,,1.180,,,2.0160000,,0.78,,,,166.1470000,12.114
EPIC 220168663.01,EPIC 220168663,CANDIDATE,3.22513000,,2.330,,,1.6800000,,0.44,,,,219.6350000,15.551
EPIC 219760360.01,EPIC 219760360,CANDIDATE,1.40951260,,70.000,,,3.2904000,,1.82,,,,679.9510000,13.355
EPIC 219747794.02,EPIC 219747794,CANDIDATE,15.65940000,,37.000,,,6.8640000,,4.00,,,,,17.713
EPIC 219747794.01,EPIC 219747794,CANDIDATE,34.37970000,,118.000,,,3.9120000,,4.00,,,,,17.713
EPIC 219610716.01,EPIC 219610716,CANDIDATE,2.08807000,,12.400,,,3.0720000,,4.44,,,,2010.5600000,14.000
EPIC 219480273.01,EPIC 219480273,CANDIDATE,26.48370000,,1.980,,,6.0480000,,1.38,,,,293.7530000,11.208
EPIC 219420915.01,EPIC 219420915,CANDIDATE,0.51501960,,36.200,,,1.9752000,,1.23,,,,450.4720000,12.847
EPIC 219420915.01,EPIC 219420915,CANDIDATE,0.51501300,,26.100,,,0.0000000,,1.30,,,,450.4720000,12.847
EPIC 219388192.01,EPIC 219388192,CANDIDATE,5.29260500,,9.978,,,,5689.00,0.97,,0.160,4.43,305.0380000,12.336
EPIC 219388192.01,EPIC 219388192,CANDIDATE,5.29266000,,9.600,,,3.3000000,,1.00,,,,305.0380000,12.336
EPIC 219388192.01,EPIC 219388192,CANDIDATE,5.29262700,,10.980,,,3.2952000,,1.06,,,,305.0380000,12.336
EPIC 219266595.01,EPIC 219266595,CANDIDATE,0.94428400,,1.480,,,4.0320000,,0.68,,,,252.3770000,13.137
EPIC 219256848.01,EPIC 219256848,CANDIDATE,20.94390900,,591.100,,,3.4896000,,11.57,,,,3493.0000000,13.068
EPIC 219256848.01,EPIC 219256848,CANDIDATE,20.94388000,,170.000,,,3.6720000,,12.43,,,,3493.0000000,13.068
EPIC 219114906.01,EPIC 219114906,CANDIDATE,1.81053000,,1.024,,,1.6800000,,0.54,,,,193.3290000,13.349
EPIC 219111248.01,EPIC 219111248,CANDIDATE,4.35967000,,2.310,,,1.8576000,,0.56,,,,213.1290000,14.766
EPIC 218973982.01,EPIC 218973982,CANDIDATE,4.88451000,,16.100,,,3.0000000,,0.73,,,,,18.055
EPIC 218952024.01,EPIC 218952024,CANDIDATE,0.56007000,,1.670,,,2.4480000,,0.44,,,,5088.2600000,12.364
EPIC 218901589.01,EPIC 218901589,CANDIDATE,1.65822300,,0.867,,,2.9040000,,0.92,,,,126.0690000,11.084
EPIC 218874453.01,EPIC 218874453,CANDIDATE,2.17469000,,1.800,,,1.0800000,,1.08,,,,361.8960000,13.097
EPIC 218711655.01,EPIC 218711655,CANDIDATE,1.15756300,,12.300,,,0.0000000,,1.46,,,,372.9560000,11.334
EPIC 218709665.01,EPIC 218709665,CANDIDATE,1.93634750,,46.000,,,2.2704000,,1.69,,,,601.2740000,13.112
EPIC 218701083.01,EPIC 218701083,CANDIDATE,5.04906800,,2.594,,,4.2000000,6262.00,1.48,1.20,-0.184,4.18,539.1680000,12.486
EPIC 218695436.01,EPIC 218695436,CANDIDATE,1.54931800,,42.600,,,4.0176000,,1.67,,,,473.8220000,11.935
EPIC 218621322.01,EPIC 218621322,CANDIDATE,11.58750200,,21.900,,,3.9000000,,1.00,,,,299.5380000,12.396
EPIC 218332621.01,EPIC 218332621,CANDIDATE,9.81158900,,4.253,,,4.4000000,5953.00,1.88,1.51,-0.162,4.07,685.1600000,12.748
EPIC 218304292.01,EPIC 218304292,CANDIDATE,8.42177000,,3.130,,,0.6984000,,1.05,,,,380.9320000,12.511
EPIC 218304292.01,EPIC 218304292,CANDIDATE,8.42165900,,3.458,,,,5779.00,1.23,,-0.290,4.13,380.9320000,12.511
EPIC 218300572.01,EPIC 218300572,CANDIDATE,1.58984300,,49.000,,,2.3880000,,3.93,,,,1030.6600000,11.919
EPIC 218195416.01,EPIC 218195416,CANDIDATE,0.49512530,,28.800,,,2.5608000,,1.87,,,,823.9270000,11.933
EPIC 218170789.01,EPIC 218170789,CANDIDATE,3.04108000,,11.900,,,3.8400000,,1.91,,,,571.4580000,12.890
EPIC 218170789.01,EPIC 218170789,CANDIDATE,3.04161700,,8.989,,,,5250.00,0.87,,0.070,4.31,571.4580000,12.890
EPIC 217855533.01,EPIC 217855533,CANDIDATE,21.58732600,,1.781,,,,6244.00,1.47,,-0.060,4.11,282.4672000,10.043
EPIC 217393088.01,EPIC 217393088,CANDIDATE,1.31947190,,14.300,,,3.1872000,,1.31,,,,2182.8700000,15.293
EPIC 217393088.01,EPIC 217393088,CANDIDATE,1.31947400,,16.600,,,3.1296000,,1.54,,,,2182.8700000,15.293
EPIC 217231249.01,EPIC 217231249,CANDIDATE,4.83319100,,25.310,,,4.8000000,,1.85,,,,1059.5700000,13.838
EPIC 217149884.01,EPIC 217149884,CANDIDATE,16.69235600,,17.000,,,5.5296000,,0.90,,,,908.5190000,14.216
EPIC 217084873.02,EPIC 217084873,CANDIDATE,29.84110000,,5.230,,,5.2800000,,1.02,,,,642.1860000,14.434
EPIC 217084873.01,EPIC 217084873,CANDIDATE,8.60133000,,5.310,,,4.0536000,,1.02,,,,642.1860000,14.434
EPIC 216892056.01,EPIC 216892056,CANDIDATE,2.78600800,,1.900,,,0.4992000,,0.42,,,,45.7494000,12.503
EPIC 216892056.01,EPIC 216892056,CANDIDATE,2.78592000,,14.870,,,,3528.00,0.47,0.47,,4.76,45.7494000,12.503
EPIC 216876207.01,EPIC 216876207,CANDIDATE,32.32040000,,3.300,,,8.8800000,,0.24,,,,119.0050000,15.646
EPIC 216387101.01,EPIC 216387101,CANDIDATE,9.76185400,,3.442,,,,5529.00,1.77,,-0.220,3.91,1133.4100000,12.897
EPIC 216363472.01,EPIC 216363472,CANDIDATE,8.69290000,,1.810,,,3.7680000,,1.08,,,,221.9620000,11.870
EPIC 216357880.01,EPIC 216357880,CANDIDATE,11.86386000,,2.210,,,3.7680000,,0.85,,,,218.3450000,12.692
EPIC 216334329.01,EPIC 216334329,CANDIDATE,28.07748400,,67.300,,,3.6192000,,1.54,,,,805.4640000,12.896
EPIC 216231580.01,EPIC 216231580,CANDIDATE,3.90518000,,16.300,,,3.4440000,,1.28,,,,996.9380000,14.771
EPIC 216212516.01,EPIC 216212516,CANDIDATE,3.38492000,,1.480,,,0.8568000,,0.53,,,,145.1580000,13.638
EPIC 216166748.01,EPIC 216166748,CANDIDATE,19.67941100,,2.315,,,,5679.00,1.00,,0.350,4.49,264.3210000,11.884
EPIC 216166748.01,EPIC 216166748,CANDIDATE,19.68075000,,2.550,,,4.3200000,,1.08,,,,264.3210000,11.884
EPIC 216114172.01,EPIC 216114172,CANDIDATE,13.12227000,,2.020,,,3.9360000,,1.00,,,,311.3780000,12.603
EPIC 216114172.01,EPIC 216114172,CANDIDATE,13.12524400,,1.677,,,,5742.00,0.98,,0.190,4.50,311.3780000,12.603
EPIC 216111905.01,EPIC 216111905,CANDIDATE,3.02030000,,5.600,,,5.1600000,,1.26,,,,409.3720000,13.171
EPIC 216050437.01,EPIC 216050437,CANDIDATE,14.94896600,,36.950,,,,6391.00,1.52,,0.450,4.18,477.0260000,12.326
EPIC 216050437.01,EPIC 216050437,CANDIDATE,14.94889000,,21.900,,,3.2424000,,1.69,,,,477.0260000,12.326
EPIC 215938010.01,EPIC 215938010,CANDIDATE,1.15147100,,12.400,,,0.0000000,,1.64,,,,575.6970000,12.093
EPIC 215938010.01,EPIC 215938010,CANDIDATE,1.15144000,,,,,,5809.00,1.91,,,,575.6970000,12.093
EPIC 215894766.01,EPIC 215894766,CANDIDATE,,,57.000,,,4.6800000,,1.53,,,,484.7650000,13.061
EPIC 215854715.01,EPIC 215854715,CANDIDATE,11.12366000,,1.800,,,3.5760000,,0.83,,,,229.8110000,12.611
EPIC 215854715.01,EPIC 215854715,CANDIDATE,11.12365400,,1.717,,,,5310.00,0.82,,0.010,4.63,229.8110000,12.611
EPIC 215816368.01,EPIC 215816368,CANDIDATE,10.14588000,,19.430,,,5.3592000,,1.20,,,,1420.1600000,15.628
EPIC 215739094.01,EPIC 215739094,CANDIDATE,3.63222880,,32.200,,,7.2096000,,2.67,,,,682.9850000,11.787
EPIC 215717520.01,EPIC 215717520,CANDIDATE,,,13.660,,,12.3336000,,0.74,,,,177.0750000,12.920
EPIC 215714765.01,EPIC 215714765,CANDIDATE,6.68913100,,29.900,,,2.4600000,,1.01,,,,739.3510000,14.386
EPIC 215525178.01,EPIC 215525178,CANDIDATE,5.33988000,,1.270,,,1.8000000,,0.61,,,,184.7860000,13.921
EPIC 215502661.01,EPIC 215502661,CANDIDATE,21.52155400,,2.400,,,,5694.00,1.16,,0.000,4.22,247.2070000,12.032
EPIC 215389654.01,EPIC 215389654,CANDIDATE,23.51081100,,18.400,,,8.5800000,,0.97,,,,323.9370000,13.229
EPIC 215381481.01,EPIC 215381481,CANDIDATE,0.53339300,,19.500,,,1.9920000,,14.80,,,,7293.0300000,12.969
EPIC 215364084.01,EPIC 215364084,CANDIDATE,2.74324000,,28.000,,,5.9280000,,4.88,,,,1634.8700000,13.535
EPIC 215358983.01,EPIC 215358983,CANDIDATE,6.42171900,,15.300,,,6.1200000,,1.10,,,,1159.1800000,13.786
EPIC 215353525.01,EPIC 215353525,CANDIDATE,0.90859150,,23.100,,,1.9176000,,0.95,,,,664.3900000,14.765
EPIC 215234145.01,EPIC 215234145,CANDIDATE,1.25399360,,31.700,,,2.1264000,,0.95,,,,328.9750000,13.114
EPIC 215175768.01,EPIC 215175768,CANDIDATE,1.72611500,,5.600,,,3.0960000,,0.84,,,,372.7640000,13.845
EPIC 215171927.02,EPIC 215171927,CANDIDATE,6.63107000,,1.520,,,2.2800000,,0.76,,,,215.6260000,12.692
EPIC 215171927.02,EPIC 215171927,CANDIDATE,6.63124700,,1.360,,,,4972.00,0.76,,0.020,4.52,215.6260000,12.692
EPIC 215171927.01,EPIC 215171927,CANDIDATE,4.13570700,,1.600,,,,4972.00,0.76,,0.020,4.52,215.6260000,12.692
EPIC 215171927.01,EPIC 215171927,CANDIDATE,4.13556000,,1.440,,,2.2080000,,0.76,,,,215.6260000,12.692
EPIC 215125108.01,EPIC 215125108,CANDIDATE,0.73806700,,260.000,,,2.9280000,,25.00,,,,5304.3600000,14.104
EPIC 215101303.01,EPIC 215101303,CANDIDATE,15.20710100,,12.700,,,3.5496000,,0.84,,,,1484.7900000,14.891
EPIC 215101303.01,EPIC 215101303,CANDIDATE,15.20726000,,26.200,,,3.6672000,,1.59,,,,1484.7900000,14.891
EPIC 214984368.01,EPIC 214984368,CANDIDATE,0.26338090,,370.000,,,2.1960000,,37.70,,,,5933.9900000,13.255
EPIC 214912104.01,EPIC 214912104,CANDIDATE,43.10290000,,12.200,,,22.8960000,,1.92,,,,1327.2700000,14.276
EPIC 214888033.01,EPIC 214888033,CANDIDATE,7.45759700,,8.700,,,1.8720000,,1.04,,,,512.8910000,13.890
EPIC 214741009.01,EPIC 214741009,CANDIDATE,7.26921300,,163.000,,,2.6448000,,6.93,,,,2948.7800000,14.012
EPIC 214741009.01,EPIC 214741009,CANDIDATE,7.26962200,,32.900,,,2.3592000,,0.73,,,,2948.7800000,14.012
EPIC 214630761.01,EPIC 214630761,CANDIDATE,1.23643800,,50.000,,,2.4912000,,3.20,,,,1632.4400000,14.226
EPIC 214611894.01,EPIC 214611894,CANDIDATE,21.56840900,,20.500,,,4.0704000,,1.21,,,,286.7620000,11.872
EPIC 214522613.01,EPIC 214522613,CANDIDATE,10.99044000,,1.160,,,,3584.00,0.50,0.50,,4.74,82.2476000,13.622
EPIC 214512594.01,EPIC 214512594,CANDIDATE,1.87689900,,13.200,,,4.0464000,,0.77,,,,858.4710000,15.909
EPIC 214254518.01,EPIC 214254518,CANDIDATE,5.05903300,,1.038,,,,4455.00,0.62,,-0.280,4.68,88.1751000,11.874
EPIC 214254518.01,EPIC 214254518,CANDIDATE,5.05900000,,1.120,,,,4310.00,0.67,0.67,,4.61,88.1751000,11.874
EPIC 214234110.01,EPIC 214234110,CANDIDATE,4.63789000,,2.040,,,1.0656000,,1.02,,,,207.9660000,11.624
EPIC 214234110.01,EPIC 214234110,CANDIDATE,4.63791100,,1.871,,,,5608.00,0.99,,0.370,4.46,207.9660000,11.624
EPIC 214173069.02,K2-379,CANDIDATE,14.12970000,,1.400,,,3.5280000,,0.69,,,,182.2070000,12.928
EPIC 213951550.01,EPIC 213951550,FALSE POSITIVE,1.11702700,,16.900,,,1.7808000,,0.27,,,,164.3370000,14.971
EPIC 213951550.01,EPIC 213951550,FALSE POSITIVE,1.11704000,,33.940,,,,3506.00,0.50,0.50,,4.74,164.3370000,14.971
EPIC 213920015.01,EPIC 213920015,CANDIDATE,1.48918400,,1.000,,,1.4592000,,0.87,,,,92.4615000,10.021
EPIC 213919915.01,EPIC 213919915,CANDIDATE,1.48915400,,1.900,,,1.5120000,,2.40,,,,99.9601000,9.261
EPIC 213919434.01,EPIC 213919434,CANDIDATE,6.79867000,,4.400,,,2.7600000,,1.60,,,,603.4370000,11.893
EPIC 213840781.01,EPIC 213840781,CANDIDATE,12.36453100,,36.300,,,2.8608000,,0.76,,,,602.1840000,13.727
EPIC 213817056.01,EPIC 213817056,CANDIDATE,13.61242000,,3.030,,,3.0240000,,0.79,,,,207.2190000,12.964
EPIC 213817056.01,EPIC 213817056,CANDIDATE,13.61358000,,3.397,,,,4863.00,0.78,,0.270,4.38,207.2190000,12.964
EPIC 213748480.01,EPIC 213748480,CANDIDATE,3.12951000,,18.600,,,3.9600000,,1.99,,,,911.7040000,12.034
EPIC 213722591.01,EPIC 213722591,CANDIDATE,6.78260000,,1.880,,,2.7120000,,0.70,,,,280.8670000,13.470
EPIC 213703832.01,EPIC 213703832,CANDIDATE,0.51551300,,3.400,,,1.3104000,,0.75,,,,4777.6700000,13.870
EPIC 213546283.01,EPIC 213546283,CANDIDATE,9.77060000,,3.800,,,3.2280000,,1.20,,,,300.6550000,12.031
EPIC 213546283.01,EPIC 213546283,CANDIDATE,9.76897000,,,,,,5388.00,1.20,,,,300.6550000,12.031
EPIC 213546283.01,EPIC 213546283,CANDIDATE,9.77018600,,3.193,,,,5631.00,0.99,,-0.150,4.29,300.6550000,12.031
EPIC 213546283.01,EPIC 213546283,CANDIDATE,9.76915500,,3.300,,,2.9808000,,1.10,,,,300.6550000,12.031
EPIC 213462890.01,EPIC 213462890,CANDIDATE,5.84643000,,10.400,,,1.9680000,,0.70,,,,249.0299000,15.248
EPIC 213408445.01,EPIC 213408445,CANDIDATE,2.49686000,,90.000,,,6.8160000,,11.00,,,,8706.1500000,13.539
EPIC 213123443.01,EPIC 213123443,CANDIDATE,0.54612700,,11.300,,,3.1680000,,1.45,,,,496.8320000,11.951
EPIC 212883391.01,EPIC 212883391,CANDIDATE,9.66837300,,2.628,,,2.3000000,5368.00,0.82,0.83,-0.206,4.53,460.4780000,13.864
EPIC 212870185.01,EPIC 212870185,CANDIDATE,6.11623800,,4.886,,,2.5000000,6283.00,1.54,1.24,-0.268,4.15,470.6510000,13.149
EPIC 212865617.01,EPIC 212865617,CANDIDATE,7.53578300,,3.131,,,2.3000000,3990.00,0.66,14.34,-0.089,4.72,,17.039
EPIC 212844216.01,EPIC 212844216,CANDIDATE,12.63479400,,47.553,,,6.5000000,4999.00,10.27,0.81,-1.432,2.32,5827.1500000,13.429
EPIC 212839127.01,EPIC 212839127,CANDIDATE,20.64149200,,49.500,,,4.0296000,,1.05,,,,1015.3900000,13.330
EPIC 212833814.01,EPIC 212833814,CANDIDATE,27.79850000,,2.470,,,11.6400000,,1.48,,,,242.4060000,10.724
EPIC 212830737.01,EPIC 212830737,CANDIDATE,26.93943300,,2.869,,,5.4000000,5716.00,1.02,0.78,-0.217,4.31,586.9200000,13.656
EPIC 212821706.01,EPIC 212821706,CANDIDATE,13.88830000,,1.460,,,3.3360000,,0.59,,,,225.3090000,13.475
EPIC 212817071.01,EPIC 212817071,CANDIDATE,12.24568000,,2.047,,,2.8000000,5329.00,0.80,0.87,-0.011,4.57,432.6730000,13.771
EPIC 212813907.01,EPIC 212813907,CANDIDATE,6.72511000,,4.370,,,1.0824000,,0.79,,,,382.8140000,14.070
EPIC 212813907.01,EPIC 212813907,CANDIDATE,6.72500000,,,,,0.9208800,4891.00,0.81,0.80,,4.53,382.8140000,14.070
EPIC 212797028.01,EPIC 212797028,CANDIDATE,29.97888400,,15.300,,,6.3696000,,0.94,,,,847.9910000,13.097
EPIC 212796016.01,EPIC 212796016,CANDIDATE,3.21600000,,,,,1.3430400,3954.00,0.62,0.61,,4.63,187.7470000,14.209
EPIC 212783902.01,EPIC 212783902,CANDIDATE,24.74844200,,16.683,,,2.9000000,5803.00,0.64,0.63,-0.235,4.64,1967.1000000,18.159
EPIC 212773309.01,EPIC 212773309,FALSE POSITIVE,4.68199000,,48.330,,,,4636.00,0.90,0.74,,4.40,120.6440000,11.391
EPIC 212773272.01,EPIC 212773272,FALSE POSITIVE,4.68174300,,5.400,,,2.0496000,,0.25,,,,122.4100000,14.965
EPIC 212773272.01,EPIC 212773272,FALSE POSITIVE,4.68189000,,29.410,,,,3368.00,0.41,0.40,,4.82,122.4100000,14.965
EPIC 212772313.01,EPIC 212772313,CANDIDATE,37.36197300,,2.744,,,,5675.00,1.12,,0.030,4.25,132.2380000,10.471
EPIC 212772113.01,EPIC 212772113,CANDIDATE,8.95366000,,3.320,,,0.8952000,,0.84,,,,371.7720000,13.747
EPIC 212772113.01,EPIC 212772113,CANDIDATE,8.95300000,,,,,0.8119200,4966.00,0.86,0.82,,4.48,371.7720000,13.747
EPIC 212771557.01,EPIC 212771557,CANDIDATE,8.49100300,,2.228,,,2.9000000,5432.00,0.84,0.84,-0.130,4.51,488.6790000,13.950
EPIC 212757601.01,EPIC 212757601,CANDIDATE,1.01800000,,,,,1.3219200,5022.00,0.81,0.83,,4.54,1531.4200000,16.825
EPIC 212757601.01,EPIC 212757601,CANDIDATE,1.01797700,,18.100,,,2.0808000,,0.64,,,,1531.4200000,16.825
EPIC 212757601.01,EPIC 212757601,CANDIDATE,1.01796800,,36.100,,,0.9600000,,0.75,,,,1531.4200000,16.825
EPIC 212753343.01,EPIC 212753343,CANDIDATE,19.98421700,,2.846,,,5.0000000,6823.00,1.75,1.62,-0.224,4.00,273.7440000,11.005
EPIC 212746655.01,EPIC 212746655,CANDIDATE,34.38319300,,2.856,,,3.7000000,5666.00,0.97,0.77,-0.137,4.34,624.0900000,13.870
EPIC 212743333.01,EPIC 212743333,CANDIDATE,14.78545000,,2.620,,,1.8480000,,0.62,,,,302.8540000,13.921
EPIC 212737443 c,EPIC 212737443,CONFIRMED,65.55000000,0.280000,2.690,,316,4.6080000,4684.00,0.67,0.69,-0.137,4.62,336.2500000,14.461
EPIC 212737443 b,EPIC 212737443,CONFIRMED,13.60300000,0.098000,2.586,,536,2.9760000,4684.00,0.67,0.69,-0.137,4.62,336.2500000,14.461
EPIC 212737443 b,EPIC 212737443,CONFIRMED,13.60697954,,,,,3.4980000,4581.00,0.67,0.72,,4.65,336.2500000,14.461
EPIC 212737443 b,EPIC 212737443,CONFIRMED,13.60300000,,,,,2.7600000,4581.00,0.67,0.72,,4.65,336.2500000,14.461
EPIC 212735133.01,EPIC 212735133,CANDIDATE,7.68550500,,2.084,,,2.8000000,5176.00,0.70,0.69,-0.594,4.59,689.5240000,15.248
EPIC 212730483.01,EPIC 212730483,CANDIDATE,3.49140000,,1.180,,,1.8240000,,0.57,,,,182.5280000,13.142
EPIC 212712473.01,EPIC 212712473,CANDIDATE,7.26400000,,,,,3.0679200,,,,,,,17.589
EPIC 212705192.01,EPIC 212705192,CANDIDATE,2.26800000,,,,,1.5151200,5789.00,2.15,1.04,,3.79,534.8980000,11.728
EPIC 212705192.01,EPIC 212705192,CANDIDATE,2.26884990,,,,,2.4750000,5789.00,2.15,1.04,,3.79,534.8980000,11.728
EPIC 212703473.02,EPIC 212703473,CANDIDATE,18.51590000,,3.300,,,2.8080000,,1.76,,,,178.2260000,10.729
EPIC 212703473.02,EPIC 212703473,CANDIDATE,18.51600000,,,,,2.6200800,5841.15,1.10,,0.198,,178.2260000,10.729
EPIC 212703473.02,EPIC 212703473,CANDIDATE,18.51731900,,1.862,,,,5758.00,0.98,,0.110,4.46,178.2260000,10.729
EPIC 212703473.01,EPIC 212703473,CANDIDATE,6.78834400,,1.600,,,2.7696000,,1.11,,,,178.2260000,10.729
EPIC 212703473.01,EPIC 212703473,CANDIDATE,6.78882000,,2.800,,,2.9328000,,1.76,,,,178.2260000,10.729
EPIC 212703473.01,EPIC 212703473,CANDIDATE,6.78907600,,1.608,,,,5758.00,0.98,,0.110,4.46,178.2260000,10.729
EPIC 212703473.01,EPIC 212703473,CANDIDATE,6.78800000,,,,,2.7840000,5841.15,1.10,,0.198,,178.2260000,10.729
EPIC 212691727.01,EPIC 212691727,CANDIDATE,6.43038300,,4.309,,,4.9000000,5735.00,1.05,0.84,-0.179,4.31,400.6330000,12.657
EPIC 212690867.01,EPIC 212690867,CANDIDATE,25.86140000,,1.580,,,2.9760000,,0.29,,,,157.1460000,14.936
EPIC 212690867.01,EPIC 212690867,CANDIDATE,25.86125000,,2.200,,,,3653.00,0.43,0.43,,4.80,157.1460000,14.936
EPIC 212688920.01,EPIC 212688920,CANDIDATE,62.84100000,,,,,2.0229600,4971.00,1.13,0.82,,4.24,543.3810000,13.886
EPIC 212688722.01,EPIC 212688722,CANDIDATE,5.73417200,,6.200,,,5.7000000,5192.00,2.75,1.15,-0.447,3.62,1949.0600000,14.494
EPIC 212685467.01,EPIC 212685467,CANDIDATE,,,24.000,,,7.3200000,,0.95,,,,467.9960000,13.264
EPIC 212679798.01,EPIC 212679798,FALSE POSITIVE,1.83473000,,29.930,,,,4385.00,0.83,0.69,,4.44,468.8920000,14.846
EPIC 212679181.01,EPIC 212679181,CANDIDATE,1.05460400,,0.824,,,0.4608000,,0.30,,,,52.0505100,12.011
EPIC 212679181.01,EPIC 212679181,CANDIDATE,1.05461200,,1.000,,,0.4896000,,0.36,,,,52.0505100,12.011
EPIC 212679181.01,EPIC 212679181,CANDIDATE,1.05459000,,1.290,,,,3445.00,0.53,0.53,,4.71,52.0505100,12.011
EPIC 212679181.01,EPIC 212679181,CANDIDATE,1.05500000,,,,,0.5169600,3445.00,0.53,0.53,,4.71,52.0505100,12.011
EPIC 212661144.01,EPIC 212661144,CANDIDATE,2.45878300,,3.110,,,1.2576000,,0.96,,,,528.4700000,13.595
EPIC 212661144.01,EPIC 212661144,CANDIDATE,2.45840745,,,,,1.0970000,5528.00,0.93,0.97,,4.49,528.4700000,13.595
EPIC 212661144.01,EPIC 212661144,CANDIDATE,2.45900000,,,,,1.0920000,5528.00,0.93,0.97,,4.49,528.4700000,13.595
EPIC 212652418.01,EPIC 212652418,CANDIDATE,19.13240000,,2.730,,,3.3360000,,1.35,,,,439.9450000,12.273
EPIC 212648083.01,EPIC 212648083,CANDIDATE,20.58270000,,2.980,,,3.7200000,,1.10,,,,503.0220000,13.170
EPIC 212646483.01,EPIC 212646483,CANDIDATE,8.25178000,,6.990,,,1.1424000,,2.16,,,,1216.3800000,13.858
EPIC 212646483.01,EPIC 212646483,CANDIDATE,8.25300000,,,,,1.0399200,5419.00,2.02,0.94,,3.80,1216.3800000,13.858
